X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up,DeathsCumulative_DOD,DeathsToday_DOD,SevenDayAvg_Cases
-856335.869598373,7036492.39571864,2021/09/30 00:00:00+00,1271,389932,,5249,2021/09/29 00:00:00+00,389763,17599,1887,33526,0,320,230,886,1357,1559,2050,2359,190191,199544,28,15813,41121,81744,67537,59488,50012,35509,33,0,0,0,579,2967,3563,2303,17808,12069,8617,5338,8,1318
-856335.869598373,7036492.39571864,2021/10/01 00:00:00+00,1059,390989,,5249,2021/09/30 00:00:00+00,390824,17643,1890,33573,0,322,230,891,1359,1563,2056,2364,190722,200074,28,15861,41296,81907,67692,59660,50150,35608,33,0,0,0,580,2975,3568,2310,17870,12106,8629,5349,11,1303
-856335.869598373,7036492.39571864,2021/10/02 00:00:00+00,1586,392575,,5249,2021/10/01 00:00:00+00,392406,17684,1896,33633,0,322,230,892,1361,1570,2062,2370,191467,200911,28,15930,41572,82159,67928,59915,50326,35746,33,0,0,0,581,2981,3576,2315,17991,12153,8641,5358,9,1339
-856335.869598373,7036492.39571864,2021/10/03 00:00:00+00,1051,393626,,5249,2021/10/02 00:00:00+00,393456,17694,1898,33670,0,322,231,892,1362,1570,2064,2372,191965,201463,28,15990,41737,82313,68080,60074,50447,35875,34,0,0,0,582,2985,3576,2315,18064,12184,8647,5366,8,1281
-856335.869598373,7036492.39571864,2021/10/04 00:00:00+00,892,394519,,5249,2021/10/03 00:00:00+00,394348,17704,1901,33723,0,323,232,892,1362,1572,2066,2374,192394,201926,28,16037,41882,82458,68208,60203,50564,35951,33,0,0,0,583,2986,3576,2316,18126,12219,8655,5375,9,1258
-856335.869598373,7036492.39571864,2021/10/05 00:00:00+00,1124,395643,,5249,2021/10/04 00:00:00+00,395472,17774,1903,33789,0,323,233,896,1368,1581,2076,2382,192921,202523,28,16095,42052,82626,68378,60363,50697,36064,34,0,0,0,584,2997,3587,2326,18214,12260,8678,5378,3,1205
-856335.869598373,7036492.39571864,2021/10/06 00:00:00+00,984,396625,31,5280,2021/10/05 00:00:00+00,396454,17823,1906,33836,0,323,234,898,1372,1583,2079,2388,193391,203034,29,16152,42216,82755,68483,60524,50831,36170,36,0,0,0,585,3007,3597,2337,18277,12303,8698,5381,3,1138
-856335.869598373,7036492.39571864,2021/10/07 00:00:00+00,1207,397831,,5280,2021/10/06 00:00:00+00,397657,17857,1910,33896,0,324,235,899,1372,1585,2083,2396,193953,203675,29,16200,42432,82937,68623,60717,50992,36298,35,0,0,0,586,3016,3603,2339,18362,12332,8719,5391,10,1129
-856335.869598373,7036492.39571864,2021/10/08 00:00:00+00,2002,399833,,5280,2021/10/07 00:00:00+00,399658,17921,1915,34007,0,326,237,901,1378,1590,2088,2408,194939,204688,31,16280,42756,83253,68897,61039,51217,36499,35,0,0,0,587,3023,3617,2348,18505,12409,8756,5397,6,1263
-856335.869598373,7036492.39571864,2021/10/09 00:00:00+00,1940,401773,,5280,2021/10/08 00:00:00+00,401594,17983,1922,34108,0,327,240,904,1386,1598,2093,2416,195902,205660,32,16377,43070,83534,69192,61337,51458,36676,34,0,0,0,588,3034,3629,2351,18632,12476,8795,5405,8,1314
-856335.869598373,7036492.39571864,2021/10/10 00:00:00+00,1384,403157,,5280,2021/10/09 00:00:00+00,402976,18006,1924,34171,0,328,240,905,1387,1601,2097,2417,196573,206371,32,16456,43319,83691,69356,61554,51636,36834,36,0,0,0,589,3039,3634,2353,18747,12523,8813,5407,2,1361
-856335.869598373,7036492.39571864,2021/10/11 00:00:00+00,1358,404514,,5280,2021/10/10 00:00:00+00,404334,18030,1927,34229,0,330,240,907,1393,1601,2098,2421,197224,207078,32,16516,43521,83870,69538,61793,51826,36991,37,0,0,0,590,3042,3638,2355,18850,12558,8824,5413,6,1428
-856335.869598373,7036492.39571864,2021/10/12 00:00:00+00,1466,405970,,5280,2021/10/11 00:00:00+00,405799,18094,1940,34313,0,332,242,910,1398,1604,2106,2426,197929,207838,32,16594,43769,84039,69736,62019,52013,37150,36,0,0,0,591,3054,3648,2369,18957,12613,8862,5423,10,1477
-856335.869598373,7036492.39571864,2021/10/13 00:00:00+00,2066,408021,26,5306,2021/10/12 00:00:00+00,407862,18164,1946,34407,0,333,242,913,1401,1613,2110,2440,198927,208902,33,16696,44109,84305,70045,62380,52256,37352,35,0,0,0,592,3067,3661,2379,19098,12683,8891,5436,13,1631
-856335.869598373,7036492.39571864,2021/10/14 00:00:00+00,1627,409647,,5306,2021/10/13 00:00:00+00,409488,18204,1948,34472,0,333,242,914,1404,1616,2113,2449,199746,209709,33,16767,44360,84525,70288,62651,52471,37512,36,0,0,0,593,3076,3667,2385,19218,12733,8916,5438,2,1691
-856335.869598373,7036492.39571864,2021/10/15 00:00:00+00,1914,411554,,5306,2021/10/14 00:00:00+00,411401,18272,1953,34582,0,336,242,917,1410,1623,2122,2459,200672,210696,33,16859,44700,84760,70546,62963,52720,37700,35,0,0,0,594,3085,3677,2396,19358,12800,8947,5445,7,1679
-856335.869598373,7036492.39571864,2021/10/16 00:00:00+00,2180,413734,,5306,2021/10/15 00:00:00+00,413581,18336,1959,34690,0,339,243,921,1412,1633,2127,2464,201736,211812,33,16968,45029,85007,70848,63342,52991,37951,38,0,0,0,595,3097,3692,2403,19533,12886,8978,5457,12,1713
-856335.869598373,7036492.39571864,2021/10/17 00:00:00+00,1380,415114,,5306,2021/10/16 00:00:00+00,414961,18346,1962,34746,0,339,243,923,1412,1633,2128,2466,202410,212518,33,17036,45270,85170,71022,63560,53170,38099,37,0,0,0,596,3100,3692,2405,19646,12938,9002,5465,8,1713
-856335.869598373,7036492.39571864,2021/10/18 00:00:00+00,1578,416690,,5306,2021/10/17 00:00:00+00,416536,18374,1964,34809,0,340,245,925,1416,1636,2130,2468,203203,213300,33,17115,45551,85341,71196,63833,53387,38272,37,0,0,0,597,3103,3697,2409,19790,12986,9017,5472,7,1744
-856335.869598373,7036492.39571864,2021/10/19 00:00:00+00,2399,419087,,5306,2021/10/18 00:00:00+00,418933,18467,1968,34919,0,347,246,931,1424,1640,2141,2474,204378,214522,33,17246,45964,85625,71508,64233,53682,38509,36,0,0,0,598,3126,3711,2422,19985,13069,9064,5482,10,1877
-856335.869598373,7036492.39571864,2021/10/20 00:00:00+00,2148,421234,63,5369,2021/10/19 00:00:00+00,421072,18538,1981,35029,0,348,247,935,1430,1648,2154,2483,205436,215603,33,17326,46351,85871,71786,64610,53960,38748,37,0,0,0,599,3133,3725,2430,20145,13144,9083,5489,7,1889
-856335.869598373,7036492.39571864,2021/10/21 00:00:00+00,2029,423260,,5369,2021/10/20 00:00:00+00,423097,18587,1987,35124,0,351,248,937,1433,1654,2159,2489,206441,216623,33,17414,46723,86093,72078,64959,54233,38936,36,0,0,0,600,3140,3737,2434,20286,13225,9102,5497,8,1946
-856335.869598373,7036492.39571864,2021/10/22 00:00:00+00,2466,425725,,5369,2021/10/21 00:00:00+00,425556,18635,1992,35216,0,352,250,940,1436,1657,2167,2490,207686,217836,34,17533,47181,86388,72421,65358,54534,39190,35,0,0,0,601,3149,3748,2441,20464,13305,9134,5508,11,2025
-856335.869598373,7036492.39571864,2021/10/23 00:00:00+00,2427,428152,,5369,2021/10/22 00:00:00+00,427980,18674,1994,35317,0,353,250,942,1441,1662,2172,2492,208836,219110,34,17658,47633,86653,72745,65799,54832,39435,35,0,0,0,602,3157,3753,2447,20656,13365,9156,5514,6,2061
-856335.869598373,7036492.39571864,2021/10/24 00:00:00+00,1725,429877,,5369,2021/10/23 00:00:00+00,429703,18703,1997,35371,0,353,252,943,1443,1669,2173,2496,209686,219983,34,17731,47929,86850,72948,66098,55084,39629,38,0,0,0,603,3162,3755,2452,20805,13414,9167,5520,6,2110
-856335.869598373,7036492.39571864,2021/10/25 00:00:00+00,1845,431722,,5369,2021/10/24 00:00:00+00,431547,18724,2002,35433,0,353,253,944,1444,1675,2176,2498,210583,220930,34,17822,48251,87045,73163,66409,55347,39839,38,0,0,0,604,3167,3756,2453,20976,13468,9179,5525,5,2148
-856335.869598373,7036492.39571864,2021/10/26 00:00:00+00,2193,433902,,5369,2021/10/25 00:00:00+00,433735,18753,2006,35509,0,355,254,944,1449,1676,2180,2501,211659,222042,34,17964,48671,87243,73421,66801,55659,40055,37,0,0,0,605,3172,3762,2455,21147,13536,9190,5530,5,2119
-856335.869598373,7036492.39571864,2021/10/27 00:00:00+00,1631,435526,67,5436,2021/10/26 00:00:00+00,435361,18812,2008,35590,0,356,255,946,1452,1681,2184,2511,212402,222925,34,18027,48960,87424,73628,67067,55864,40264,38,0,0,0,606,3181,3780,2461,21273,13602,9204,5541,11,2045
-856335.869598373,7036492.39571864,2021/10/28 00:00:00+00,2605,438124,,5436,2021/10/27 00:00:00+00,437963,18888,2017,35719,0,360,255,949,1459,1689,2192,2524,213716,224213,34,18149,49409,87686,73983,67508,56221,40568,37,0,0,0,607,3191,3792,2472,21474,13680,9236,5552,11,2127
-856335.869598373,7036492.39571864,2021/10/29 00:00:00+00,2549,440665,,5436,2021/10/28 00:00:00+00,440512,18942,2023,35842,0,360,257,953,1464,1694,2198,2528,215003,225475,34,18258,49818,87997,74352,68004,56544,40809,36,0,0,0,608,3198,3806,2479,21667,13761,9252,5563,11,2139
-856335.869598373,7036492.39571864,2021/10/30 00:00:00+00,2966,443631,,5436,2021/10/29 00:00:00+00,443471,19007,2029,35963,0,360,258,954,1471,1697,2208,2533,216473,226964,34,18356,50257,88353,74852,68509,56954,41129,37,0,0,0,609,3214,3820,2487,21894,13836,9281,5570,7,2216
-856335.869598373,7036492.39571864,2021/10/31 00:00:00+00,1963,445594,,5436,2021/10/30 00:00:00+00,445429,19025,2033,36031,0,360,258,956,1472,1702,2210,2534,217471,227924,34,18426,50568,88626,75184,68853,57201,41334,34,0,0,0,610,3218,3822,2488,22021,13878,9288,5582,12,2250
-856335.869598373,7036492.39571864,2021/11/01 00:00:00+00,2855,448449,,5436,2021/10/31 00:00:00+00,448280,19081,2037,36132,0,362,259,957,1477,1707,2217,2539,218832,229414,34,18554,51007,89048,75612,69386,57550,41604,35,0,0,0,611,3232,3835,2491,22224,13947,9298,5589,7,2394
-856335.869598373,7036492.39571864,2021/11/02 00:00:00+00,3726,452172,,5436,2021/11/01 00:00:00+00,452000,19155,2050,36243,0,362,260,960,1483,1716,2221,2547,220708,231258,34,18700,51628,89559,76149,70072,58044,41953,35,0,0,0,612,3254,3848,2499,22502,14024,9319,5607,18,2613
-856335.869598373,7036492.39571864,2021/11/03 00:00:00+00,3174,455346,56,5492,2021/11/02 00:00:00+00,453259,19186,2053,36302,0,363,261,961,1488,1720,2222,2551,221326,231898,35,18746,51803,89722,76349,70322,58224,42078,36,0,0,0,613,3259,3854,2502,22594,14042,9329,5618,11,2834
-856335.869598373,7036492.39571864,2021/11/04 00:00:00+00,3024,458370,,5492,2021/11/03 00:00:00+00,457610,19265,2065,36452,0,363,262,963,1497,1726,2231,2560,223398,234177,35,18926,52491,90340,76983,71105,58825,42512,35,0,0,0,614,3279,3873,2506,22892,14144,9342,5630,12,2893
-856335.869598373,7036492.39571864,2021/11/05 00:00:00+00,3903,462273,,5492,2021/11/04 00:00:00+00,462120,19329,2073,36583,0,364,264,966,1500,1734,2234,2572,225570,236515,35,19075,53222,91105,77693,71883,59413,42916,33,0,0,0,615,3291,3885,2514,23157,14242,9363,5639,9,3087
-856335.869598373,7036492.39571864,2021/11/06 00:00:00+00,3685,465958,,5492,2021/11/05 00:00:00+00,467376,19410,2082,36739,0,366,265,969,1506,1748,2247,2587,228125,239216,35,19278,54021,91991,78525,72748,60107,43436,34,0,0,0,616,3306,3894,2517,23500,14338,9381,5651,12,3190
-856335.869598373,7036492.39571864,2021/11/07 00:00:00+00,3428,469386,,5492,2021/11/06 00:00:00+00,470410,19458,2090,36816,0,367,268,972,1509,1756,2251,2595,229585,240790,35,19404,54526,92480,78974,73264,60489,43722,33,0,0,0,617,3311,3904,2520,23708,14399,9393,5656,5,3399
-856335.869598373,7036492.39571864,2021/11/08 00:00:00+00,3161,472547,,5492,2021/11/07 00:00:00+00,474136,19488,2095,36908,0,369,270,975,1511,1757,2256,2603,231408,242693,35,19589,55122,93118,79533,73864,60974,44110,33,0,0,0,618,3314,3906,2522,23905,14469,9401,5662,6,3443
-856335.869598373,7036492.39571864,2021/11/09 00:00:00+00,3578,477878,,5492,2021/11/08 00:00:00+00,477706,19551,2100,37011,0,371,273,984,1514,1762,2263,2609,233186,244483,37,19766,55709,93698,80074,74433,61431,44457,33,0,0,0,619,3324,3918,2528,24127,14544,9416,5668,6,3421
-856335.869598373,7036492.39571864,2021/11/10 00:00:00+00,2975,480846,74,5566,2021/11/09 00:00:00+00,480677,19641,2111,37124,0,373,273,987,1520,1769,2274,2626,234658,245982,37,19925,56207,94094,80497,74919,61816,44807,35,0,0,0,620,3344,3933,2537,24312,14615,9434,5672,4,3393
-856335.869598373,7036492.39571864,2021/11/11 00:00:00+00,3680,484523,,5566,2021/11/10 00:00:00+00,484349,19713,2116,37231,0,375,275,989,1528,1775,2277,2637,236504,247808,37,20092,56830,94654,81019,75515,62300,45175,34,0,0,0,621,3356,3953,2543,24556,14705,9452,5680,8,3487
-856335.869598373,7036492.39571864,2021/11/12 00:00:00+00,5483,490001,,5566,2021/11/11 00:00:00+00,489826,19807,2124,37368,0,376,275,993,1535,1792,2290,2655,239259,250529,38,20348,57773,95433,81866,76474,62999,45675,34,0,0,0,622,3373,3963,2550,24904,14829,9474,5688,8,3712
-856335.869598373,7036492.39571864,2021/11/13 00:00:00+00,4642,494643,,5566,2021/11/12 00:00:00+00,494462,19868,2134,37529,0,379,277,996,1539,1799,2297,2659,241574,252849,39,20572,58587,96064,82593,77289,63606,46126,33,0,0,0,623,3392,3972,2553,25161,14926,9487,5700,12,3849
-856335.869598373,7036492.39571864,2021/11/14 00:00:00+00,3805,498448,,5566,2021/11/13 00:00:00+00,498263,19907,2139,37626,0,380,278,998,1542,1804,2301,2668,243418,254806,39,20747,59224,96583,83184,77982,64131,46484,34,0,0,0,624,3395,3982,2554,25377,15002,9498,5704,4,3903
-856335.869598373,7036492.39571864,2021/11/15 00:00:00+00,4570,503013,,5566,2021/11/14 00:00:00+00,502832,19946,2148,37723,0,381,278,999,1546,1809,2307,2674,245704,257088,40,20987,60050,97211,83848,78803,64728,46935,33,0,0,0,625,3403,3989,2555,25642,15071,9506,5714,10,4104
-856335.869598373,7036492.39571864,2021/11/16 00:00:00+00,4407,507413,,5566,2021/11/15 00:00:00+00,507231,20049,2157,37851,0,388,282,1004,1553,1822,2319,2691,247858,259333,40,21213,60819,97802,84462,79597,65313,47365,34,0,0,0,626,3422,4002,2561,25923,15152,9533,5719,5,4223
-856335.869598373,7036492.39571864,2021/11/17 00:00:00+00,3633,511045,43,5609,2021/11/16 00:00:00+00,510861,20123,2160,37957,0,390,285,1007,1559,1831,2329,2701,249668,261153,40,21405,61575,98209,84977,80236,65781,47700,34,0,0,0,627,3438,4015,2563,26153,15222,9551,5728,9,4317
-856335.869598373,7036492.39571864,2021/11/18 00:00:00+00,4650,515691,,5609,2021/11/17 00:00:00+00,515506,20194,2172,38040,0,393,286,1012,1563,1840,2337,2713,252046,263419,41,21613,62543,98763,85643,81061,66384,48116,33,0,0,0,628,3452,4024,2569,26432,15321,9578,5737,9,4455
-856335.869598373,7036492.39571864,2021/11/19 00:00:00+00,3138,518824,,5609,2021/11/18 00:00:00+00,518642,20254,2174,38118,0,394,286,1016,1565,1850,2346,2727,253611,264990,41,21782,63175,99183,86071,81650,66790,48379,33,0,0,0,629,3462,4031,2572,26594,15376,9590,5739,2,4120
-856335.869598373,7036492.39571864,2021/11/20 00:00:00+00,5959,524783,,5609,2021/11/19 00:00:00+00,524595,20313,2183,38211,0,394,286,1018,1572,1855,2356,2736,256540,268014,41,22025,64298,99952,86988,82724,67592,48927,34,0,0,0,630,3470,4046,2575,26945,15481,9611,5751,12,4308
-856335.869598373,7036492.39571864,2021/11/21 00:00:00+00,4179,528960,,5609,2021/11/20 00:00:00+00,528771,20340,2190,38283,0,394,289,1018,1575,1859,2358,2740,258660,270070,41,22196,65217,100462,87606,83472,68138,49312,32,0,0,0,631,3475,4049,2578,27161,15534,9621,5754,3,4362
-856335.869598373,7036492.39571864,2021/11/22 00:00:00+00,5634,534594,,5609,2021/11/21 00:00:00+00,534443,20388,2201,38362,0,398,289,1019,1580,1864,2363,2748,261516,272886,41,22503,66320,101191,88483,84498,68876,49777,32,0,0,0,632,3487,4055,2580,27494,15618,9631,5764,10,4514
-856335.869598373,7036492.39571864,2021/11/23 00:00:00+00,3666,538255,,5609,2021/11/22 00:00:00+00,538178,20453,2207,38437,0,401,290,1021,1586,1878,2369,2757,263386,274751,41,22656,67031,101662,89051,85188,69360,50131,34,0,0,0,633,3498,4063,2585,27716,15672,9654,5777,13,4408
-856335.869598373,7036492.39571864,2021/11/24 00:00:00+00,3893,542146,43,5652,2021/11/23 00:00:00+00,542228,20511,2214,38508,0,402,293,1024,1596,1883,2376,2764,265466,276720,42,22856,67943,102172,89619,85901,69903,50447,32,0,0,0,634,3506,4073,2589,27933,15723,9669,5788,11,4445
-856335.869598373,7036492.39571864,2021/11/25 00:00:00+00,4764,546909,,5652,2021/11/24 00:00:00+00,547102,20560,2221,38597,0,403,293,1026,1597,1890,2384,2772,267872,279186,44,23093,69045,102780,90251,86760,70521,50915,32,0,0,0,635,3519,4078,2593,28197,15794,9684,5797,9,4461
-856335.869598373,7036492.39571864,2021/11/26 00:00:00+00,4620,551528,,5652,2021/11/25 00:00:00+00,551863,20622,2226,38683,0,406,298,1028,1605,1894,2388,2787,270168,281650,45,23321,70154,103415,90912,87606,71111,51297,31,0,0,0,636,3524,4089,2598,28417,15868,9700,5809,12,4673
-856335.869598373,7036492.39571864,2021/11/27 00:00:00+00,4791,556319,,5652,2021/11/26 00:00:00+00,556769,20683,2232,38760,0,407,300,1034,1611,1905,2393,2794,272637,284087,45,23584,71149,104092,91631,88515,71743,51690,32,0,0,0,637,3538,4097,2599,28656,15937,9708,5814,5,4506
-856335.869598373,7036492.39571864,2021/11/28 00:00:00+00,3735,560054,,5652,2021/11/27 00:00:00+00,560641,20719,2238,38811,0,411,303,1038,1612,1907,2398,2800,274581,286013,47,23779,72002,104589,92209,89247,72217,51991,31,0,0,0,638,3542,4102,2601,28842,15982,9718,5827,13,4443
-856335.869598373,7036492.39571864,2021/11/29 00:00:00+00,4607,564657,,5652,2021/11/28 00:00:00+00,565295,20735,2240,38880,0,412,303,1038,1612,1908,2401,2804,276925,288323,47,24004,73110,105158,92830,90079,72807,52400,32,0,0,0,639,3546,4105,2601,29087,16027,9727,5843,16,4296
-856335.869598373,7036492.39571864,2021/11/30 00:00:00+00,5471,570115,,5652,2021/11/29 00:00:00+00,570838,20783,2244,38937,0,415,305,1041,1615,1914,2405,2809,279658,291133,47,24298,74342,105839,93588,91161,73518,52849,32,0,0,0,640,3555,4114,2605,29350,16083,9741,5849,6,4554
-856335.869598373,7036492.39571864,2021/12/01 00:00:00+00,3793,573905,55,5707,2021/11/30 00:00:00+00,574799,20841,2250,39000,0,416,307,1044,1617,1922,2417,2818,281650,293102,47,24504,75260,106276,94138,91918,74073,53171,32,0,0,0,641,3564,4123,2608,29513,16122,9754,5862,13,4540
-856335.869598373,7036492.39571864,2021/12/02 00:00:00+00,4163,578064,,5707,2021/12/01 00:00:00+00,579090,20909,2258,39088,0,421,311,1048,1620,1927,2425,2827,283769,295274,47,24742,76239,106782,94754,92714,74631,53517,32,0,0,0,642,3574,4141,2610,29698,16181,9762,5873,11,4454
-856335.869598373,7036492.39571864,2021/12/03 00:00:00+00,5419,583472,,5707,2021/12/02 00:00:00+00,584694,20982,2266,39168,0,426,312,1051,1622,1939,2435,2838,286564,298083,47,25028,77683,107468,95513,93758,75289,53936,30,0,0,0,643,3589,4151,2614,29935,16242,9772,5879,6,4568
-856335.869598373,7036492.39571864,2021/12/04 00:00:00+00,5622,589094,,5707,2021/12/03 00:00:00+00,590477,21046,2272,39262,0,426,314,1056,1631,1947,2444,2847,289377,301052,48,25321,79033,108154,96395,94858,76024,54406,31,0,0,0,644,3600,4159,2617,30139,16290,9786,5893,14,4687
-856335.869598373,7036492.39571864,2021/12/05 00:00:00+00,5156,594250,,5707,2021/12/04 00:00:00+00,595720,21075,2278,39335,0,427,314,1060,1633,1952,2449,2853,291930,303742,48,25602,80185,108774,97182,95910,76674,54855,32,0,0,0,645,3604,4160,2618,30340,16330,9797,5901,8,4890
-856335.869598373,7036492.39571864,2021/12/06 00:00:00+00,2950,597161,,5707,2021/12/05 00:00:00+00,598737,21096,2278,39393,0,429,314,1061,1634,1957,2451,2855,293424,305265,48,25749,80835,109163,97687,96471,77059,55099,31,0,0,0,646,3610,4162,2618,30445,16350,9808,5910,9,4653
-856335.869598373,7036492.39571864,2021/12/07 00:00:00+00,5590,602726,,5707,2021/12/06 00:00:00+00,604370,21177,2290,39475,0,431,319,1065,1639,1969,2461,2870,296207,308114,49,26047,82064,109857,98517,97534,77853,55554,32,0,0,0,647,3621,4171,2626,30651,16395,9826,5918,8,4670
-856335.869598373,7036492.39571864,2021/12/08 00:00:00+00,4152,606852,81,5788,2021/12/07 00:00:00+00,608665,21243,2298,39538,0,432,324,1072,1651,1981,2468,2879,298309,310305,51,26270,83080,110315,99204,98355,78417,55910,31,0,0,0,648,3626,4175,2630,30789,16419,9834,5923,5,4721
-856335.869598373,7036492.39571864,2021/12/09 00:00:00+00,4022,610855,,5788,2021/12/08 00:00:00+00,612812,21297,2307,39606,0,435,326,1073,1655,1989,2471,2893,300378,312381,53,26500,83977,110824,99904,99161,78902,56254,31,0,0,0,649,3636,4182,2632,30925,16447,9846,5929,6,4701
-856335.869598373,7036492.39571864,2021/12/10 00:00:00+00,4115,614952,,5788,2021/12/09 00:00:00+00,617053,21343,2311,39680,0,437,327,1074,1664,1996,2479,2901,302515,314484,54,26704,84873,111275,100678,100061,79427,56569,31,0,0,0,650,3639,4188,2633,31058,16475,9860,5935,6,4515
-856335.869598373,7036492.39571864,2021/12/11 00:00:00+00,4004,618956,,5788,2021/12/10 00:00:00+00,621179,21392,2317,39738,0,439,331,1077,1668,2002,2486,2909,304579,316545,55,26926,85688,111780,101438,100873,79941,56906,31,0,0,0,651,3646,4192,2637,31179,16501,9874,5945,10,4284
-856335.869598373,7036492.39571864,2021/12/12 00:00:00+00,4667,623618,,5788,2021/12/11 00:00:00+00,625916,21419,2320,39812,0,441,332,1077,1672,2006,2493,2911,306967,318894,55,27202,86648,112388,102228,101843,80544,57251,31,0,0,0,652,3648,4194,2640,31316,16535,9888,5956,11,4214
-856335.869598373,7036492.39571864,2021/12/13 00:00:00+00,4688,628306,,5788,2021/12/12 00:00:00+00,630653,21441,2324,39945,0,442,333,1079,1674,2008,2498,2914,309363,321235,55,27469,87561,113070,103026,102708,81181,57625,31,0,0,0,653,3652,4195,2641,31478,16563,9899,5966,10,4462
-856335.869598373,7036492.39571864,2021/12/14 00:00:00+00,3887,632177,,5788,2021/12/13 00:00:00+00,634603,21510,2330,40048,0,449,334,1082,1678,2017,2507,2922,311366,323182,55,27695,88307,113599,103719,103492,81671,57911,31,0,0,0,654,3664,4201,2651,31625,16595,9916,5977,11,4219
-856335.869598373,7036492.39571864,2021/12/15 00:00:00+00,4235,636407,47,5835,2021/12/14 00:00:00+00,638992,21581,2338,40168,0,451,336,1085,1688,2027,2517,2935,313594,325343,55,27915,89071,114218,104524,104382,82241,58265,32,0,0,0,655,3672,4207,2658,31742,16631,9930,5984,7,4231
-856335.869598373,7036492.39571864,2021/12/16 00:00:00+00,4141,640548,,5835,2021/12/15 00:00:00+00,643301,21621,2340,40289,0,451,338,1089,1697,2032,2520,2941,315813,327433,55,28103,89751,114908,105500,105170,82742,58586,30,0,0,0,656,3677,4209,2662,31864,16657,9947,5996,12,4248
-856335.869598373,7036492.39571864,2021/12/17 00:00:00+00,3628,644143,,5835,2021/12/16 00:00:00+00,647142,21682,2344,40431,0,452,346,1093,1703,2045,2524,2949,317732,329355,55,28240,90347,115542,106411,105911,83178,58849,30,0,0,0,657,3683,4215,2667,31946,16687,9958,6005,9,4178
-856335.869598373,7036492.39571864,2021/12/18 00:00:00+00,7333,651476,,5835,2021/12/17 00:00:00+00,654622,21749,2349,40656,0,454,350,1096,1714,2056,2531,2957,321505,333062,55,28550,91308,116803,108221,107333,84122,59369,31,0,0,0,658,3694,4220,2672,32133,16734,9976,6015,10,4654
-856335.869598373,7036492.39571864,2021/12/19 00:00:00+00,5124,656600,,5835,2021/12/18 00:00:00+00,659870,21791,2356,40785,0,455,351,1101,1718,2062,2536,2962,324043,335772,55,28814,92028,117695,109456,108283,84748,59751,30,0,0,0,659,3704,4222,2675,32268,16763,9991,6019,4,4719
-856335.869598373,7036492.39571864,2021/12/20 00:00:00+00,4799,661388,,5835,2021/12/19 00:00:00+00,664772,21812,2359,40920,0,455,352,1102,1720,2065,2541,2966,326455,338261,56,29047,92778,118535,110526,109193,85319,60109,30,0,0,0,660,3705,4225,2676,32395,16797,10000,6022,3,4735
-856335.869598373,7036492.39571864,2021/12/21 00:00:00+00,5279,666657,,5835,2021/12/20 00:00:00+00,670236,21851,2362,41113,0,456,354,1106,1727,2068,2545,2971,329185,340995,56,29307,93558,119530,111744,110178,85950,60531,30,0,0,0,661,3710,4228,2681,32512,16837,10016,6028,6,4934
-856335.869598373,7036492.39571864,2021/12/22 00:00:00+00,6307,672964,55,5890,2021/12/21 00:00:00+00,675351,21926,2365,41317,0,459,359,1109,1735,2080,2552,2981,331626,343669,56,29477,94181,120519,113016,111111,86536,60871,30,0,0,0,662,3722,4237,2687,32639,16881,10045,6041,13,5230
-856335.869598373,7036492.39571864,2021/12/23 00:00:00+00,7411,680375,,5890,2021/12/22 00:00:00+00,681302,21985,2366,41513,0,460,362,1114,1748,2090,2560,2991,334514,346730,58,29688,94829,121772,114584,112218,87179,61233,29,0,0,0,663,3724,4240,2691,32747,16913,10064,6044,3,5697
-856335.869598373,7036492.39571864,2021/12/24 00:00:00+00,11182,691557,,5890,2021/12/23 00:00:00+00,691026,22049,2369,41864,0,463,363,1121,1758,2097,2566,2999,339244,351722,60,29974,95749,123921,117397,113900,88197,61819,29,0,0,0,664,3732,4247,2698,32925,16981,10088,6056,12,6776
-856335.869598373,7036492.39571864,2021/12/25 00:00:00+00,13765,705322,,5890,2021/12/24 00:00:00+00,700154,22102,2372,42072,0,463,367,1128,1775,2103,2570,3000,343686,356406,62,30215,96493,126059,120052,115584,89151,62287,29,0,0,0,665,3739,4252,2700,33097,17035,10102,6063,7,7695
-856335.869598373,7036492.39571864,2021/12/26 00:00:00+00,10404,715726,,5890,2021/12/25 00:00:00+00,703320,22109,2372,42127,0,464,367,1128,1776,2106,2571,3000,345252,358005,63,30295,96744,126870,120919,116120,89514,62472,29,0,0,0,666,3739,4253,2700,33144,17057,10106,6065,2,8449
